Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,total_pages,total_duration,product_related_ratio,avg_time_per_page,is_special_period
0,0.0,0,0.0,11,276.0,0.0,0.011111111,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_1,Returning_Visitor,0,0,11,276.0,1.0,25.09090909090909,0
0,0.0,0,0.0,19,130.5,0.084210526,0.100877193,0.0,0.4,May,OS_3,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,19,130.5,1.0,6.868421052631579,1
0,0.0,0,0.0,8,321.5,0.075,0.125,0.0,0.6,May,OS_2,Browser_4,Region_9,Traffic_3,Returning_Visitor,0,0,8,321.5,1.0,40.1875,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,OS_1,Browser_1,Region_4,Traffic_2,New_Visitor,0,0,1,0.0,1.0,0.0,0
2,19.0,0,0.0,23,1875.744689,0.028571429,0.041156463,0.0,0.0,May,OS_3,Browser_2,Region_4,Traffic_1,Returning_Visitor,0,0,25,1894.744689,0.92,75.78978756000001,0
0,0.0,0,0.0,3,117.0,0.066666667,0.1,0.0,0.0,May,OS_3,Browser_2,Region_1,Traffic_11,Returning_Visitor,0,0,3,117.0,1.0,39.0,0
0,0.0,0,0.0,48,4346.916667,0.020138889,0.034791667,0.0,0.0,May,OS_3,Browser_2,Region_2,Traffic_13,Returning_Visitor,0,0,48,4346.916667,1.0,90.56076389583335,0
1,3.0,0,0.0,45,884.3357143,0.001086957,0.014389234,18.12446087,0.0,May,OS_2,Browser_2,Region_1,Traffic_4,Returning_Visitor,0,0,46,887.3357143,0.9782608695652174,19.289906832608693,0
0,0.0,1,31.0,41,1678.733333,0.01,0.013333333,0.0,0.0,May,OS_3,Browser_2,Region_2,Traffic_6,Returning_Visitor,0,0,42,1709.733333,0.9761904761904762,40.707936499999995,0
0,0.0,0,0.0,24,325.8333333,0.0,0.020833333,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_4,Returning_Visitor,1,0,24,325.8333333,1.0,13.5763888875,0
3,55.0,0,0.0,19,436.0,0.0,0.013636364,49.54827273,0.0,May,OS_2,Browser_2,Region_4,Traffic_2,Returning_Visitor,1,1,22,491.0,0.8636363636363636,22.318181818181817,0
0,0.0,0,0.0,3,27.0,0.066666667,0.1,0.0,0.6,May,OS_2,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,3,27.0,1.0,9.0,1
0,0.0,1,44.0,14,549.5,0.0,0.013333333,43.252,0.2,May,OS_2,Browser_4,Region_1,Traffic_2,New_Visitor,0,1,15,593.5,0.9333333333333333,39.56666666666667,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,May,OS_2,Browser_4,Region_6,Traffic_6,Returning_Visitor,0,0,1,0.0,1.0,0.0,1
1,68.0,0,0.0,55,4277.0,0.003636364,0.021212121,7.291757576,0.0,May,OS_1,Browser_1,Region_1,Traffic_1,Returning_Visitor,1,0,56,4345.0,0.9821428571428571,77.58928571428571,0
3,124.0,0,0.0,13,173.0,0.0,0.017777778,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_2,New_Visitor,0,0,16,297.0,0.8125,18.5625,0
0,0.0,0,0.0,6,179.5,0.033333333,0.066666667,0.0,0.0,May,OS_2,Browser_2,Region_4,Traffic_6,Returning_Visitor,1,0,6,179.5,1.0,29.916666666666668,0
1,29.0,2,149.0,11,561.55,0.014285714,0.038571429,10.02085714,0.6,May,OS_3,Browser_2,Region_1,Traffic_4,Returning_Visitor,0,1,14,739.55,0.7857142857142857,52.824999999999996,1
4,164.0,0,0.0,30,2136.0,0.0,0.008333333,0.0,0.2,May,OS_2,Browser_2,Region_1,Traffic_2,New_Visitor,0,0,34,2300.0,0.8823529411764706,67.6470588235294,1
4,35.66666667,2,9.0,43,2797.816667,0.0,0.006666667,0.0,0.0,May,OS_2,Browser_2,Region_7,Traffic_2,Returning_Visitor,1,0,49,2842.48333367,0.8775510204081632,58.009863952448974,0
1,8.0,0,0.0,28,643.875,0.0,0.003571429,0.0,0.6,May,OS_2,Browser_4,Region_1,Traffic_2,New_Visitor,0,0,29,651.875,0.9655172413793104,22.478448275862068,1
0,0.0,2,47.0,32,898.8333333,0.068571429,0.102285714,0.0,0.0,May,OS_3,Browser_2,Region_4,Traffic_1,Returning_Visitor,0,0,34,945.8333333,0.9411764705882353,27.81862745,0
0,0.0,0,0.0,31,453.0,0.0,0.037634409,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_1,Returning_Visitor,0,0,31,453.0,1.0,14.612903225806452,0
8,168.1666667,0,0.0,28,888.0,0.014285714,0.011428571,0.0,0.0,May,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,1,0,36,1056.1666667,0.7777777777777778,29.337962963888888,0
12,331.3,0,0.0,206,9997.728571,0.001439737,0.010741385,26.02377063,0.0,May,OS_2,Browser_2,Region_1,Traffic_1,Returning_Visitor,0,0,218,10329.028570999999,0.944954128440367,47.38086500458715,0
0,0.0,0,0.0,16,588.3333333,0.028571429,0.067857143,0.0,0.8,May,OS_2,Browser_6,Region_1,Traffic_2,Returning_Visitor,0,0,16,588.3333333,1.0,36.77083333125,1
5,548.3142857,6,448.5,102,5703.476786,0.00173913,0.01470751,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_4,Returning_Visitor,1,0,113,6700.2910717,0.9026548672566371,59.2946112539823,0
8,102.0,0,0.0,83,1495.580952,0.0,0.002298851,82.12367816,0.0,May,OS_4,Browser_1,Region_7,Traffic_4,New_Visitor,1,1,91,1597.580952,0.9120879120879121,17.555834637362636,0
0,0.0,0,0.0,6,66.5,0.011111111,0.111111111,0.0,0.4,May,OS_2,Browser_2,Region_5,Traffic_4,Returning_Visitor,0,0,6,66.5,1.0,11.083333333333334,1
3,166.0,0,0.0,2,134.0,0.0,0.03,0.0,0.8,May,OS_3,Browser_2,Region_8,Traffic_2,Returning_Visitor,0,0,5,300.0,0.4,60.0,1
1,45.0,0,0.0,22,2905.5,0.01,0.04,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_2,Returning_Visitor,1,0,23,2950.5,0.9565217391304348,128.2826086956522,0
0,0.0,0,0.0,18,521.5,0.022222222,0.063333333,0.0,0.0,May,OS_2,Browser_2,Region_6,Traffic_6,Returning_Visitor,0,0,18,521.5,1.0,28.97222222222222,0
0,0.0,0,0.0,5,47.0,0.02,0.06,0.0,0.0,May,OS_2,Browser_2,Region_3,Traffic_1,Returning_Visitor,0,0,5,47.0,1.0,9.4,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,OS_1,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,52,1192.317857,0.006410256,0.033012821,0.0,0.0,May,OS_2,Browser_6,Region_1,Traffic_3,Returning_Visitor,0,0,52,1192.317857,1.0,22.929189557692307,0
0,0.0,0,0.0,22,355.6666667,0.047619048,0.051428571,25.194,0.8,May,OS_2,Browser_2,Region_3,Traffic_4,Returning_Visitor,0,1,22,355.6666667,1.0,16.16666666818182,1
1,3.5,0,0.0,11,332.5,0.0,0.011111111,0.0,0.2,May,OS_2,Browser_2,Region_2,Traffic_2,Returning_Visitor,0,0,12,336.0,0.9166666666666666,28.0,1
1,0.0,0,0.0,11,297.3,0.0,0.041666667,0.0,0.0,May,OS_2,Browser_2,Region_4,Traffic_2,Returning_Visitor,0,0,12,297.3,0.9166666666666666,24.775000000000002,0
0,0.0,0,0.0,53,2309.995238,0.047479439,0.06394752,0.0,0.4,May,OS_3,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,53,2309.995238,1.0,43.58481581132075,1
0,0.0,0,0.0,26,810.3713768,0.019230769,0.02530525,0.0,0.8,May,OS_3,Browser_2,Region_3,Traffic_1,Returning_Visitor,0,0,26,810.3713768,1.0,31.16812987692308,1
0,0.0,0,0.0,7,384.5,0.0,0.028571429,0.0,0.0,May,OS_2,Browser_4,Region_1,Traffic_5,Returning_Visitor,0,0,7,384.5,1.0,54.92857142857143,0
2,65.5,0,0.0,53,975.9722222,0.001851852,0.016296296,75.30864691,0.0,May,OS_2,Browser_2,Region_8,Traffic_4,Returning_Visitor,0,0,55,1041.4722222,0.9636363636363636,18.935858585454547,0
0,0.0,0,0.0,4,127.0,0.0,0.075,0.0,0.0,May,OS_2,Browser_2,Region_6,Traffic_4,Returning_Visitor,0,0,4,127.0,1.0,31.75,0
4,38.0,0,0.0,6,107.0,0.006060606,0.042424242,0.0,1.0,May,OS_2,Browser_6,Region_2,Traffic_2,Returning_Visitor,1,0,10,145.0,0.6,14.5,1
0,0.0,0,0.0,6,50.0,0.0,0.033333333,0.0,0.0,May,OS_2,Browser_4,Region_3,Traffic_3,Returning_Visitor,0,0,6,50.0,1.0,8.333333333333334,0
0,0.0,0,0.0,43,3382.083333,0.0,0.011627907,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_2,Returning_Visitor,0,0,43,3382.083333,1.0,78.65310076744186,0
0,0.0,0,0.0,8,541.5,0.05,0.083333333,0.0,0.0,May,OS_2,Browser_2,Region_4,Traffic_1,Returning_Visitor,0,0,8,541.5,1.0,67.6875,0
0,0.0,0,0.0,2,25.0,0.0,0.1,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_5,Returning_Visitor,1,0,2,25.0,1.0,12.5,0
0,0.0,0,0.0,9,210.5,0.044444444,0.071111111,0.0,0.2,May,OS_2,Browser_5,Region_1,Traffic_3,Returning_Visitor,0,0,9,210.5,1.0,23.38888888888889,1
6,105.0,1,0.0,43,1343.097619,0.037878788,0.057878788,0.0,0.0,May,OS_3,Browser_2,Region_4,Traffic_6,Returning_Visitor,1,0,50,1448.097619,0.86,28.96195238,0
0,0.0,0,0.0,9,953.8333333,0.0,0.027777778,0.0,0.0,May,OS_2,Browser_4,Region_4,Traffic_1,Returning_Visitor,1,0,9,953.8333333,1.0,105.98148147777778,0
0,0.0,0,0.0,24,674.5,0.041666667,0.0625,0.0,1.0,May,OS_3,Browser_3,Region_3,Traffic_4,Returning_Visitor,1,0,24,674.5,1.0,28.104166666666668,1
13,228.9166667,1,10.0,64,817.0163767,0.0,0.013814416,2.995465753,0.0,May,OS_2,Browser_5,Region_3,Traffic_4,New_Visitor,1,0,78,1055.9330434,0.8205128205128205,13.537603120512822,0
8,249.0,1,36.33333333,31,1124.916667,0.0,0.014672365,18.08584615,0.0,May,OS_2,Browser_4,Region_5,Traffic_5,New_Visitor,0,1,40,1410.25000033,0.775,35.25625000825,0
10,236.4083333,3,118.0,313,7428.181584,0.002509267,0.013416263,6.976504629,1.0,May,OS_2,Browser_2,Region_3,Traffic_2,Returning_Visitor,1,0,326,7782.5899173,0.9601226993865031,23.872975206441716,1
1,4.5,3,61.0,145,5577.826456,0.002688695,0.01187122,2.353444628,1.0,May,OS_3,Browser_2,Region_3,Traffic_11,Returning_Visitor,1,0,149,5643.326456,0.9731543624161074,37.87467420134228,1
0,0.0,0,0.0,17,887.8333333,0.00625,0.040625,0.0,0.0,May,OS_2,Browser_4,Region_3,Traffic_3,Returning_Visitor,0,0,17,887.8333333,1.0,52.22549019411765,0
3,135.0,0,0.0,25,2765.2,0.008,0.016888889,0.0,0.0,May,OS_2,Browser_2,Region_2,Traffic_1,Returning_Visitor,0,0,28,2900.2,0.8928571428571429,103.57857142857142,0
0,0.0,2,13.0,4,145.0,0.0,0.04,0.0,0.0,May,OS_1,Browser_8,Region_4,Traffic_6,Returning_Visitor,1,0,6,158.0,0.6666666666666666,26.333333333333332,0
10,261.5,4,406.0,60,3121.283333,0.002857143,0.010935374,13.71812571,0.4,May,OS_3,Browser_2,Region_3,Traffic_6,Returning_Visitor,0,0,74,3788.783333,0.8108108108108109,51.19977477027027,1
0,0.0,1,0.0,57,1190.548851,0.007017544,0.027309942,17.16745965,0.6,May,OS_2,Browser_2,Region_1,Traffic_6,Returning_Visitor,0,1,58,1190.548851,0.9827586206896551,20.526704327586206,1
0,0.0,0,0.0,18,410.9166667,0.105263158,0.119473684,0.0,1.0,May,OS_3,Browser_2,Region_4,Traffic_13,Returning_Visitor,1,0,18,410.9166667,1.0,22.828703705555554,1
0,0.0,0,0.0,25,710.5,0.032,0.084,0.0,0.8,May,OS_2,Browser_2,Region_6,Traffic_13,Returning_Visitor,0,0,25,710.5,1.0,28.42,1
0,0.0,0,0.0,9,319.6666667,0.033333333,0.055555556,0.0,0.0,May,OS_1,Browser_1,Region_1,Traffic_1,Returning_Visitor,0,0,9,319.6666667,1.0,35.51851852222222,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,OS_1,Browser_1,Region_6,Traffic_4,Returning_Visitor,1,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,5,91.0,0.0,0.06,0.0,0.6,May,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,5,91.0,1.0,18.2,1
0,0.0,0,0.0,6,191.0,0.066666667,0.133333333,0.0,0.8,May,OS_2,Browser_2,Region_2,Traffic_13,Returning_Visitor,0,0,6,191.0,1.0,31.833333333333332,1
2,98.0,0,0.0,20,401.5,0.0,0.003333333,0.0,0.0,May,OS_2,Browser_5,Region_1,Traffic_2,Returning_Visitor,1,0,22,499.5,0.9090909090909091,22.704545454545453,0
0,0.0,0,0.0,7,117.5,0.0,0.033333333,0.0,0.0,May,OS_4,Browser_2,Region_8,Traffic_3,Returning_Visitor,1,0,7,117.5,1.0,16.785714285714285,0
3,23.0,2,10.16666667,85,1311.072012,0.002657807,0.015013618,0.0,1.0,May,OS_3,Browser_2,Region_1,Traffic_3,Returning_Visitor,1,0,90,1344.2386786700001,0.9444444444444444,14.935985318555558,1
0,0.0,0,0.0,4,157.0,0.0,0.05,0.0,0.0,May,OS_2,Browser_5,Region_6,Traffic_6,Returning_Visitor,1,0,4,157.0,1.0,39.25,0
5,18.0,1,9.5,17,414.3333333,0.0,0.005263158,0.0,0.0,May,OS_2,Browser_2,Region_2,Traffic_6,Returning_Visitor,0,0,23,441.8333333,0.7391304347826086,19.210144926086958,0
1,64.0,0,0.0,54,1155.033333,0.001282051,0.003974359,0.0,0.0,May,OS_4,Browser_2,Region_2,Traffic_4,Returning_Visitor,0,0,55,1219.033333,0.9818181818181818,22.16424241818182,0
2,23.0,0,0.0,97,1589.183333,0.008070175,0.014967419,0.0,0.0,May,OS_2,Browser_5,Region_1,Traffic_3,Returning_Visitor,0,0,99,1612.183333,0.9797979797979798,16.28468013131313,0
0,0.0,0,0.0,2,233.5,0.0,0.033333333,0.0,0.0,May,OS_1,Browser_1,Region_1,Traffic_1,Returning_Visitor,0,0,2,233.5,1.0,116.75,0
0,0.0,0,0.0,28,1384.071429,0.007142857,0.032380952,11.01942857,0.0,May,OS_2,Browser_4,Region_3,Traffic_2,Returning_Visitor,0,1,28,1384.071429,1.0,49.431122464285714,0
0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.2,May,OS_2,Browser_2,Region_6,Traffic_1,Returning_Visitor,0,0,1,0.0,1.0,0.0,1
4,166.5,1,27.0,21,452.8141026,0.044,0.047238095,0.0,0.0,May,OS_3,Browser_2,Region_4,Traffic_3,Returning_Visitor,0,0,26,646.3141026000001,0.8076923076923077,24.85823471538462,0
2,74.0,0,0.0,30,1708.083333,0.006666667,0.013333333,16.1892,0.0,May,OS_2,Browser_2,Region_7,Traffic_1,Returning_Visitor,1,1,32,1782.083333,0.9375,55.69010415625,0
1,42.0,0,0.0,10,1057.0,0.022222222,0.014814815,0.0,0.0,May,OS_3,Browser_2,Region_8,Traffic_15,New_Visitor,1,0,11,1099.0,0.9090909090909091,99.9090909090909,0
2,172.0,0,0.0,61,3374.916667,0.001111111,0.021388889,0.0,0.0,May,OS_2,Browser_2,Region_2,Traffic_1,Returning_Visitor,0,0,63,3546.916667,0.9682539682539683,56.30026455555556,0
3,232.9,7,646.0,83,5448.994444,0.008888889,0.023535354,0.0,0.0,May,OS_2,Browser_2,Region_2,Traffic_13,Returning_Visitor,0,0,93,6327.894444,0.8924731182795699,68.04187574193548,0
3,176.0,0,0.0,21,654.5,0.009090909,0.031818182,0.0,0.2,May,OS_1,Browser_1,Region_2,Traffic_3,Returning_Visitor,0,0,24,830.5,0.875,34.604166666666664,1
1,5.0,0,0.0,17,389.0,0.0,0.041666667,9.297,0.0,May,OS_2,Browser_4,Region_3,Traffic_2,Returning_Visitor,0,0,18,394.0,0.9444444444444444,21.88888888888889,0
0,0.0,0,0.0,11,1435.0,0.054545455,0.109090909,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_1,Returning_Visitor,1,0,11,1435.0,1.0,130.45454545454547,0
1,6.0,2,15.0,19,512.0666667,0.00952381,0.033333333,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_4,Returning_Visitor,0,0,22,533.0666667,0.8636363636363636,24.230303031818185,0
4,56.66666667,0,0.0,21,797.2952381,0.0,0.019875776,0.0,0.0,May,OS_1,Browser_1,Region_3,Traffic_2,Returning_Visitor,0,0,25,853.96190477,0.84,34.1584761908,0
0,0.0,0,0.0,22,555.8666667,0.00952381,0.019047619,0.0,0.0,May,OS_3,Browser_2,Region_3,Traffic_13,Returning_Visitor,1,0,22,555.8666667,1.0,25.266666668181816,0
1,19.0,1,0.0,56,2954.759524,0.013793103,0.049396552,0.0,0.6,May,OS_2,Browser_2,Region_3,Traffic_6,Returning_Visitor,0,0,58,2973.759524,0.9655172413793104,51.271715931034485,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,OS_2,Browser_2,Region_6,Traffic_6,Returning_Visitor,0,0,2,0.0,1.0,0.0,0
0,0.0,0,0.0,5,97.16666667,0.0,0.033333333,0.0,0.0,May,OS_1,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,5,97.16666667,1.0,19.433333334,0
3,52.33333333,0,0.0,2,291.0,0.0,0.04,0.0,0.0,May,OS_2,Browser_2,Region_7,Traffic_3,New_Visitor,0,0,5,343.33333333,0.4,68.666666666,0
0,0.0,0,0.0,4,36.0,0.1,0.15,0.0,0.6,May,OS_2,Browser_5,Region_1,Traffic_3,Returning_Visitor,0,0,4,36.0,1.0,9.0,1
0,0.0,0,0.0,18,472.0,0.030555556,0.034444444,0.0,0.8,May,OS_2,Browser_2,Region_7,Traffic_3,Returning_Visitor,0,0,18,472.0,1.0,26.22222222222222,1
0,0.0,0,0.0,14,628.0,0.014285714,0.042857143,0.0,0.0,May,OS_2,Browser_2,Region_4,Traffic_3,Returning_Visitor,0,0,14,628.0,1.0,44.857142857142854,0
0,0.0,0,0.0,6,129.0,0.0,0.05,0.0,0.0,May,OS_2,Browser_2,Region_4,Traffic_4,Returning_Visitor,0,0,6,129.0,1.0,21.5,0
6,89.46666667,1,32.0,81,1141.061905,0.001605136,0.004809853,27.89977528,0.0,May,OS_4,Browser_2,Region_6,Traffic_3,Returning_Visitor,1,0,88,1262.52857167,0.9204545454545454,14.34691558715909,0
0,0.0,0,0.0,5,105.0,0.04,0.06,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_13,Returning_Visitor,0,0,5,105.0,1.0,21.0,0
0,0.0,0,0.0,5,273.5,0.0,0.05,0.0,0.0,May,OS_2,Browser_2,Region_6,Traffic_1,Returning_Visitor,0,0,5,273.5,1.0,54.7,0
1,9.0,0,0.0,11,467.0,0.0,0.02,79.182,0.0,May,OS_2,Browser_4,Region_1,Traffic_1,Returning_Visitor,0,1,12,476.0,0.9166666666666666,39.666666666666664,0
3,111.0,0,0.0,25,461.2222222,0.0,0.007142857,0.0,0.0,May,OS_2,Browser_2,Region_4,Traffic_4,Returning_Visitor,0,0,28,572.2222222,0.8928571428571429,20.436507935714285,0
3,120.0,0,0.0,5,198.0,0.0,0.014285714,0.0,0.0,May,OS_3,Browser_3,Region_4,Traffic_2,New_Visitor,1,0,8,318.0,0.625,39.75,0
0,0.0,0,0.0,7,220.3333333,0.0,0.01,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_5,New_Visitor,0,0,7,220.3333333,1.0,31.47619047142857,0
0,0.0,0,0.0,5,241.0,0.0,0.08,0.0,1.0,May,OS_2,Browser_2,Region_5,Traffic_1,Returning_Visitor,1,0,5,241.0,1.0,48.2,1
9,149.9333333,2,26.66666667,67,1783.122222,0.0,0.005855856,0.0,0.0,May,OS_1,Browser_1,Region_2,Traffic_4,Returning_Visitor,0,0,78,1959.72222197,0.8589743589743589,25.124643871410257,0
0,0.0,0,0.0,34,731.5238095,0.020588235,0.042647059,0.0,0.8,May,OS_2,Browser_2,Region_1,Traffic_1,Returning_Visitor,0,0,34,731.5238095,1.0,21.515406161764705,1
3,53.25,1,77.0,198,3057.809524,0.0,0.002734559,11.97910693,0.0,May,OS_4,Browser_1,Region_5,Traffic_1,Returning_Visitor,1,1,202,3188.059524,0.9801980198019802,15.782472891089109,0
0,0.0,0,0.0,90,601.7901961,0.002222222,0.012763533,0.0,0.8,May,OS_2,Browser_2,Region_3,Traffic_1,Returning_Visitor,0,0,90,601.7901961,1.0,6.6865577344444445,1
2,60.0,6,459.0,17,1370.067857,0.02173913,0.035072464,0.0,0.0,May,OS_1,Browser_1,Region_6,Traffic_1,Returning_Visitor,0,0,25,1889.067857,0.68,75.56271428,0
1,97.0,0,0.0,4,59.0,0.0,0.013333333,0.0,0.0,May,OS_2,Browser_2,Region_6,Traffic_6,New_Visitor,0,0,5,156.0,0.8,31.2,0
2,21.0,0,0.0,27,694.0,0.007142857,0.014285714,0.0,0.8,May,OS_2,Browser_2,Region_1,Traffic_2,Returning_Visitor,0,0,29,715.0,0.9310344827586207,24.655172413793103,1
0,0.0,0,0.0,4,39.0,0.04,0.06,0.0,0.4,May,OS_2,Browser_5,Region_1,Traffic_1,Returning_Visitor,0,0,4,39.0,1.0,9.75,1
0,0.0,0,0.0,27,321.6666667,0.051190476,0.07224026,0.0,0.8,May,OS_3,Browser_2,Region_1,Traffic_1,Returning_Visitor,0,0,27,321.6666667,1.0,11.913580248148149,1
0,0.0,0,0.0,11,540.5,0.0,0.02,0.0,0.0,May,OS_2,Browser_2,Region_7,Traffic_4,New_Visitor,1,0,11,540.5,1.0,49.13636363636363,0
5,497.75,1,10.0,51,4977.85,0.0,0.015536723,15.35760339,0.0,May,OS_2,Browser_2,Region_1,Traffic_5,Returning_Visitor,0,1,57,5485.6,0.8947368421052632,96.23859649122808,0
0,0.0,0,0.0,20,1066.166667,0.005,0.006428571,0.0,0.8,May,OS_2,Browser_4,Region_4,Traffic_2,Returning_Visitor,0,0,20,1066.166667,1.0,53.30833335,1
5,65.0,0,0.0,48,1142.666667,0.0,0.00625,0.0,0.0,May,OS_2,Browser_5,Region_7,Traffic_3,Returning_Visitor,0,0,53,1207.666667,0.9056603773584906,22.786163528301888,0
3,149.0,0,0.0,25,1294.183333,0.014814815,0.02962963,0.0,0.0,May,OS_3,Browser_2,Region_1,Traffic_13,Returning_Visitor,0,0,28,1443.183333,0.8928571428571429,51.54226189285714,0
5,316.8,0,0.0,26,1086.178571,0.014285714,0.017267081,5.981166667,0.0,May,OS_3,Browser_2,Region_3,Traffic_2,Returning_Visitor,0,0,31,1402.9785709999999,0.8387096774193549,45.25737325806451,0
0,0.0,0,0.0,14,221.5,0.0,0.014285714,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_2,Returning_Visitor,0,0,14,221.5,1.0,15.821428571428571,0
3,49.75,0,0.0,59,754.2261905,0.0,0.003333333,0.0,0.0,May,OS_3,Browser_2,Region_7,Traffic_11,New_Visitor,0,0,62,803.9761905,0.9516129032258065,12.967357911290323,0
2,74.5,0,0.0,22,432.5714286,0.0,0.00125,0.0,0.0,May,OS_1,Browser_1,Region_7,Traffic_4,Returning_Visitor,0,0,24,507.0714286,0.9166666666666666,21.127976191666665,0
3,40.0,0,0.0,19,1051.5,0.008333333,0.030555556,12.18,0.6,May,OS_1,Browser_1,Region_4,Traffic_3,Returning_Visitor,0,1,22,1091.5,0.8636363636363636,49.61363636363637,1
3,65.5,2,12.0,39,1101.333333,0.00952381,0.041269841,14.99642857,0.0,May,OS_2,Browser_2,Region_3,Traffic_1,Returning_Visitor,0,0,44,1178.833333,0.8863636363636364,26.79166665909091,0
9,233.5,2,102.0,81,2477.666667,0.001149425,0.011954023,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_2,Returning_Visitor,0,0,92,2813.166667,0.8804347826086957,30.577898554347826,0
1,41.0,0,0.0,37,1501.166667,0.0,0.019298246,15.249,0.4,May,OS_2,Browser_6,Region_1,Traffic_3,Returning_Visitor,0,1,38,1542.166667,0.9736842105263158,40.58333334210526,1
0,0.0,1,18.0,85,1736.447368,0.003069054,0.039989226,0.0,0.6,May,OS_2,Browser_2,Region_2,Traffic_2,Returning_Visitor,0,0,86,1754.447368,0.9883720930232558,20.400550790697675,1
0,0.0,0,0.0,13,94.5,0.015384615,0.046153846,0.0,0.4,May,OS_2,Browser_2,Region_7,Traffic_3,Returning_Visitor,0,0,13,94.5,1.0,7.269230769230769,1
0,0.0,0,0.0,10,269.0,0.0,0.02,0.0,0.0,May,OS_2,Browser_2,Region_3,Traffic_2,Returning_Visitor,0,0,10,269.0,1.0,26.9,0
0,0.0,1,18.0,36,833.0833333,0.032432432,0.055225225,0.0,1.0,May,OS_1,Browser_1,Region_7,Traffic_3,Returning_Visitor,1,0,37,851.0833333,0.972972972972973,23.002252251351354,1
2,149.6666667,0,0.0,4,86.75,0.0,0.016666667,0.0,0.0,May,OS_3,Browser_2,Region_6,Traffic_5,New_Visitor,0,0,6,236.4166667,0.6666666666666666,39.402777783333335,0
0,0.0,0,0.0,44,547.0,0.06,0.087407407,0.0,0.6,May,OS_3,Browser_2,Region_1,Traffic_13,Returning_Visitor,0,0,44,547.0,1.0,12.431818181818182,1
0,0.0,0,0.0,5,1474.5,0.0,0.02,0.0,0.0,May,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,5,1474.5,1.0,294.9,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,OS_2,Browser_10,Region_3,Traffic_4,Returning_Visitor,1,0,1,0.0,1.0,0.0,0
4,172.0,0,0.0,11,787.0,0.033333333,0.053333333,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_6,Returning_Visitor,1,0,15,959.0,0.7333333333333333,63.93333333333333,0
0,0.0,0,0.0,3,17.0,0.066666667,0.133333333,0.0,0.4,May,OS_2,Browser_12,Region_8,Traffic_3,Returning_Visitor,0,0,3,17.0,1.0,5.666666666666667,1
0,0.0,0,0.0,7,323.5,0.0,0.057142857,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_5,New_Visitor,0,0,7,323.5,1.0,46.214285714285715,0
0,0.0,2,163.0,62,813.0519481,0.003225806,0.011827957,9.311854839,0.0,May,OS_2,Browser_2,Region_5,Traffic_2,Returning_Visitor,1,0,64,976.0519481,0.96875,15.2508116890625,0
0,0.0,0,0.0,11,2028.5,0.0,0.036363636,0.0,0.0,May,OS_2,Browser_2,Region_1,Traffic_4,Returning_Visitor,0,0,11,2028.5,1.0,184.4090909090909,0
5,158.0,0,0.0,56,2220.871465,0.003389831,0.006327684,10.24598305,0.0,May,OS_2,Browser_2,Region_2,Traffic_2,Returning_Visitor,0,0,61,2378.871465,0.9180327868852459,38.99789286885246,0
0,0.0,0,0.0,15,440.0,0.0,0.033333333,0.0,0.8,May,OS_4,Browser_1,Region_4,Traffic_2,Returning_Visitor,0,0,15,440.0,1.0,29.333333333333332,1
